ID1;cod_provincia;sector;ambito;claveseccion;idalumno;ap01_01;ap01_02;ap02;ap03;ap04;ap05;ap06;ap07;ap08_a;ap08_b;ap08_c;ap08_d;ap08_e;ap08_f;ap08_g;ap08_h;ap08_i;ap09;ap10;ap11_01;ap11_02;ap11_03;ap11_04;ap11_05;ap11_06;ap11_07;ap11_08;ap12;ap13;ap14_01;ap14_02;ap15;ap16;ap17;ap18_01;ap18_02;ap18_03;ap19;ap21;ap22;ap23_01;ap23_02;ap23_03;ap23_04;ap23_05;ap23_06;ap24;ap25_01;ap25_02;ap25_03;ap26;ap27_a;ap27_b;ap27_c;ap27_d;ap27_e;ap27_f;ap28_01;ap28_02;ap28_03;ap28_04;ap29_01;ap29_02;ap29_03;ap29_04;ap29_05;ap29_06;ap29_07;ap30;ap31_01;ap31_02;ap31_03;ap31_04;ap31_05;ap31_06;ap32_a;ap32_b;ap32_c;ap32_d;ap32_e;ap32_f;ap33_01_a;ap33_02_a;ap33_03_a;ap33_04_a;ap33_01_b;ap33_02_b;ap33_03_b;ap33_04_b;ap33_01bis;ap33_02bis;ap33_03bis;ap33_04bis;ap33_05bis;ap33_06bis;ap33_07bis;ap33_08bis;ap33_09bis;ap33_10bis;ap33_11bis;ap34;ap35_01;ap35_02;ap35_03;ap35_04;ap35_05;ap36_a;ap36_b;ap36_c;ap36_d;ap36_e;ap36_f;ap37_a;ap37_b;ap37_c;ap37_d;ap37_e;ap37_f;ap37_g;ap37_h;ap37_i;ap37_j;ap37_k;ap37_l;ap37_m;ap37_n;ap38_a;ap38_b;ap38_c;ap38_d;ap38_e;ap38_f;ap38_g;ap38_h;ap38_i;ap38_j;ap38_k;ap38_l;ap38_m;ap38_n;ap39_01;ap39_02;ap39_03;ap39_04;ap40_01;ap40_02;ap40_03;ap40_04;ap40_05;ap40_06;ap41_01;ap41_02;ap41_03;ap41_04;ap41_05;ap41_06;ap41_07;ap41_08;ap41_09;ap41_10;ap41_11;ap42_01;ap42_02;ap42_03;ap42_04;ap43_a;ap43_b;ap43_c;ap43_d;ap43_e;ap43_f;ap43_g;ap43_h;ap44_01;ap44_02;ap44_03;ap44_04;ap44_05;ap45;ap46_01;ap46_02;ap46_03;ap46_04;ap46_05;ap47_01;ap47_02;ap47_03;ap47_04;ap47_05;ap47_06;ap47_07;ap47_08;ap47_09;ap47_10;ap47_11;ap47_12;ap48_a;ap48_b;ap48_c;ap48_d;ap48_e;ap48_f;ap48_g;ap48_h;ap48_i;ap49_01;ap49_02;ap50_01;ap50_02;ap50_03;ap50_04;ap50_05;ap51_01;ap51_02;ap51_03;ap51_04;ap51_05;ap51_06;ap51_07;ap51_08;ap51_09;ap51_10;ponder;lpondera;mpondera;ldesemp;mdesemp;TEL;TEM;modelo;isocioa_puntaje;isocioa;isocioal_puntaje;isocioal;isocioam_puntaje;isocioam;repitencia_dicotomica;jardín;ap37_dicotomica;ap29_01.dico;ap29_02.dico;ap29_03.dico;ap29_04.dico;ap29_05.dico;ap29_06.dico;ap29_07.dico;ap26_rec;trabaja_fuera_hogar;trabaja_fuera_hogar_remunerado;migración;edadA_junio2019;sobreedad;infraestructura;iinfraestructura;ap42_01rec;ap42_02rec;ap42_03rec;ap42_04rec
3,596E+14;46;1;1;46SF00011;13;8;3;2;11;11;11;2;5;-9;-9;-9;-9;-9;-9;1;-9;1;2;2;3;1;2;1;1;2;1;2;2;99;2;2;2;4;4;4;4;3;2;-9;-9;2;2;1;1;2;1;3;3;1;1;4;1;-9;1;1;-9;-9;3;3;4;4;1;1;1;1;1;1;3;1;3;2;2;3;3;2;-9;1;-9;-9;1;-9;1;1;1;1;-9;-9;-9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;4;3;3;3;2;-9;-9;1;1;-9;-9;1;-9;1;1;1;1;1;1;-9;1;1;1;1;1;-9;-9;-9;-9;1;-9;-9;-9;1;1;-9;-9;-9;-9;3;3;4;3;3;3;2;4;2;2;3;4;3;3;4;2;3;3;4;3;2;2;2;3;2;1;-9;1;1;1;-9;1;-9;1;1;1;1;3;1;1;2;2;2;2;2;3;1;3;1;1;2;1;1;1;2;1;1;1;1;-9;-9;-9;-9;-9;-9;2;3;2;2;1;3;4;3;4;2;5;5;2;1;4;2;2;1,2017126;1,2873895;1,3448122;3;1;581,83765;444,05673;6;-0,457811627;2;-0,461699099;2;-0,463222037;2;1;2;1;2;2;2;2;2;2;1;3;2;3;1;18;2; ;-1;2;2;1;2
3,596E+14;46;1;1;46SF00013;13;12;4;2;1;1;1;2;3;1;-9;1;-9;-9;-9;-9;-9;-9;2;3;2;1;3;1;2;1;2;1;2;99;2;2;2;2;2;3;4;2;2;-9;-9;2;1;2;2;2;4;1;1;1;1;3;1;1;-9;1;-9;-9;2;2;3;3;2;3;2;1;2;1;4;1;4;2;2;2;3;1;1;-9;1;-9;-9;-9;1;1;-9;-9;1;-9;-9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;3;3;3;4;3;-9;1;-9;-9;-9;-9;-9;1;-9;-9;1;1;1;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;-9;-9;1;-9;3;4;3;2;1;1;3;-9;3;2;3;3;4;3;3;3;3;3;3;3;4;2;3;2;1;-9;1;1;-9;-9;-9;-9;1;1;1;1;1;3;1;2;2;2;1;2;1;3;1;4;1;2;1;1;1;1;2;1;1;-9;-9;1;-9;-9;-9;1;-9;3;2;3;1;3;3;3;3;4;1;4;4;1;1;1;3;1;1,4149488;1,4112886;1,4196362;3;2;571,55664;511,51038;6;-1,605998539;1;-1,610588354;1;-1,613014084;1;2;1;1;2;1;2;2;2;2;1;3;2;3;2;17;1; ;-1;2;1;2;2
3,596E+14;46;1;1;46SF00013;5;3;5;1;1;1;1;2;4;1;1;1;-9;-9;-9;-9;-9;-9;2;5;4;2;3;2;3;4;1;2;1;1;1;1;4;6;5;4;4;2;1;-9;-9;2;1;1;4;1;4;1;1;1;1;4;-9;1;-9;-9;-9;-9;3;3;4;4;4;3;2;1;1;1;3;1;3;1;2;3;1;1;1;1;-9;-9;-9;-9;1;1;1;1;1;1;1;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;4;4;4;4;4;-9;1;1;-9;-9;-9;1;-9;-9;-9;1;1;1;-9;1;1;-9;-9;1;1;-9;-9;-9;-9;1;1;1;-9;1;-9;-9;-9;1;-9;4;4;4;4;4;4;3;4;4;4;3;1;3;3;4;2;3;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;-9;1;1;1;1;4;1;2;2;2;1;1;1;4;2;4;1;1;1;1;1;1;1;1;1;1;-9;-9;1;-9;-9;-9;-9;2;3;3;3;1;3;2;5;3;1;5;5;1;1;1;1;3;1,4149488;1,4112886;1,4196362;3;3;567,78369;557,73834;4;1,539677617;3;1,53771933;3;1,53701534;3;2;1;1;1;1;2;2;2;2;1;3;2;3;2;17;1; ;-1;2;2;2;2
3,596E+14;46;1;1;46SF00016;13;3;5;2;1;1;1;2;3;1;-9;1;-9;-9;-9;-9;-9;-9;2;1;2;1;2;1;2;2;1;2;1;1;2;2;2;2;8;2;4;2;2;-9;-9;2;1;1;1;2;3;1;1;1;1;4;1;-9;-9;-9;-9;1;3;3;3;3;3;3;1;1;2;1;2;1;3;2;3;3;2;4;1;1;-9;-9;-9;-9;1;1;1;1;-9;-9;-9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;4;2;3;3;3;-9;1;1;-9;-9;-9;1;1;1;-9;-9;1;1;1;1;-9;1;1;1;-9;-9;-9;-9;1;1;-9;-9;-9;-9;1;-9;-9;-9;1;3;3;2;2;1;1;1;2;3;2;3;3;3;3;2;2;3;3;3;3;2;4;1;2;2;1;-9;-9;1;-9;-9;-9;1;1;2;1;1;3;2;1;2;2;1;1;2;2;2;3;1;1;2;1;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1,0579363;1,0551996;1,0614409;3;2;566,00659;474,93234;6;-1,17397891;1;-1,177721834;1;-1,180045387;1;2;1;1;1;1;2;2;2;2;2;3;2;3;2;17;1; ;-1;1;2;2;2
3,596E+14;46;1;1;46SF00011;1;4;5;1;1;1;1;2;5;-9;-9;1;-9;1;1;-9;-9;-9;2;4;3;1;2;2;3;3;1;1;1;1;1;1;5;4;8;4;4;4;1;1;2;3;-9;-9;4;-9;2;1;1;1;1;4;-9;-9;-9;-9;-9;1;3;4;3;4;3;4;4;1;3;1;2;1;3;4;3;2;3;2;-9;-9;-9;1;-9;1;1;1;-9;-9;1;1;-9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;6;4;3;3;2;2;-9;1;1;1;-9;1;1;1;1;-9;1;1;1;1;1;-9;1;1;1;1;-9;-9;1;-9;1;1;1;-9;1;-9;1;1;1;1;3;3;3;3;2;2;4;4;4;3;3;2;2;2;3;2;3;4;3;3;4;2;2;2;3;-9;1;1;-9;-9;1;-9;1;2;2;1;1;3;1;-6;2;2;1;2;3;2;2;3;2;2;2;2;2;1;2;2;1;-9;1;-9;-9;-9;-9;1;-9;3;3;1;1;3;3;2;4;2;1;1;4;3;3;1;3;5;1,2017126;1,2873895;1,3448122;3;1;562,18073;425,16574;6;-0,083294194;2;-0,08551975;2;-0,086879083;2;2;1;1;1;1;1;2;1;2;2;3;2;3;2;17;1; ;-1;2;2;2;1
3,596E+14;46;1;1;46SF00013;7;7;4;1;1;1;1;2;5;1;1;-9;-9;-9;1;-9;-9;-9;2;6;4;3;2;2;4;3;3;2;1;1;1;2;5;3;3;1;4;1;2;-9;-9;3;1;1;4;1;1;1;1;1;1;2;1;-9;-9;-9;-9;-9;2;3;4;2;1;2;2;1;2;1;3;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;1;-9;-9;-9;1;-9;-9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;4;3;3;-9;-9;-9;1;-9;-9;-9;-9;1;-9;1;1;1;-9;-9;-9;-9;-9;-9;1;-9;-9;1;-9;-9;1;1;-9;-9;-9;-9;-9;1;1;4;4;4;2;2;2;3;4;4;4;3;4;1;3;4;2;2;3;2;3;4;3;2;2;3;1;-9;1;-9;-9;-9;-9;1;4;1;1;1;4;2;1;2;2;1;1;1;2;1;4;1;1;2;1;1;2;4;1;-9;-9;-9;-9;-9;-9;-9;-9;1;1;2;3;1;2;1;4;5;5;1;5;5;1;1;2;3;4;1,4149488;1,4112886;1,4196362;3;1;554,06335;414,17792;6;-0,182653022;2;-0,185381717;2;-0,187092072;2;2;1;1;2;2;2;2;2;2;1;2;2;3;2;17;1; ;-1;1;2;2;1
3,596E+14;46;1;1;46SF00011;24;7;4;2;1;1;1;2;6;1;1;1;-9;-9;-9;-9;-9;-9;2;2;3;2;2;2;3;2;1;1;1;1;2;2;5;4;3;4;1;1;2;-9;-9;1;1;1;1;3;1;2;1;1;1;5;-9;1;-9;-9;-9;-9;1;2;3;1;2;2;1;1;1;1;1;1;4;2;3;3;2;2;-9;1;-9;-9;1;-9;1;1;1;1;1;1;-9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;6;2;1;1;1;1;-9;-9;-9;-9;-9;1;1;-9;1;-9;-9;1;-9;-9;-9;1;-9;1;1;1;-9;-9;1;1;1;1;1;1;-9;1;1;-9;1;-9;2;2;1;1;1;2;2;3;3;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;1;-9;-9;1;-9;-9;-9;-9;-9;1;1;1;1;2;2;1;2;2;2;2;2;3;1;2;1;1;2;1;1;1;1;1;-9;-9;1;-9;-9;-9;-9;-9;-9;3;3;2;1;2;2;1;5;1;1;4;5;1;1;1;1;1;1,2017126;1,2873895;1,3448122;3;1;543,68274;426,69812;5;-0,210539915;2;-0,213648395;2;-0,215234861;2;2;2;1;2;2;2;2;2;2;2;4;2;3;2;17;1; ;-1;2;2;2;2
3,596E+14;46;1;1;46SF00012;15;6;5;2;1;1;1;2;4;1;-9;1;-9;-9;-9;-9;-9;-9;2;2;3;1;2;1;3;3;2;2;1;1;1;2;3;3;7;3;4;3;1;2;1;2;1;1;1;1;2;2;1;1;1;3;-9;1;1;-9;1;-9;2;3;3;3;2;2;2;1;1;1;2;1;4;2;3;2;2;3;1;1;-9;-9;-9;-9;1;1;1;1;1;1;1;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;3;4;3;4;-9;-9;1;1;-9;-9;-9;-9;-9;-9;1;1;1;1;1;-9;1;1;1;1;-9;-9;-9;-9;1;-9;-9;-9;1;-9;-9;-9;-9;-9;3;3;3;4;4;4;3;4;4;3;3;3;3;3;2;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1,2090701;1,2059425;1,3063889;3;2;541,86407;494,10614;2;0,632288176;2;0,629410204;2;0,628152689;2;2;2;1;2;2;2;2;2;2;2;3;1;1;2;17;1; ;-1; ; ; ; 
3,596E+14;46;1;1;46SF00011;16;11;4;2;1;1;1;2;5;1;1;1;-9;-9;-9;-9;-9;-9;2;6;-9;1;2;1;3;2;1;2;1;1;1;2;3;5;5;1;3;2;2;3;1;2;3;4;2;4;2;3;1;1;1;2;1;-9;1;1;-9;-9;2;1;3;4;3;3;2;1;4;1;4;1;2;1;4;1;2;1;1;-9;-9;-9;1;-9;1;1;1;1;1;-9;-9;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;3;1;4;2;3;-9;-9;-9;-9;1;1;-9;-9;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;1;1;-9;1;-9;1;1;-9;-9;1;-9;-9;1;-9;-9;4;3;4;2;1;2;2;2;3;3;4;2;2;1;4;3;1;3;2;4;1;3;2;4;4;1;-9;-9;-9;1;-9;1;-9;1;2;1;1;1;1;1;1;2;1;2;2;1;1;2;1;1;2;1;1;1;1;2;-9;-9;-9;1;-9;1;1;-9;-9;3;4;3;4;2;1;1;2;4;5;5;3;2;1;4;4;5;1,2017126;1,2873895;1,3448122;3;1;538,8938;444,39682;3;0,825473605;2;0,822602936;2;0,821534306;2;2;2;1;1;1;2;2;1;2;1;2;1;1;2;17;1; ;-1;1;2;1;1
3,596E+14;46;1;1;46SF00011;28;11;4;2;1;1;1;2;7;1;-9;1;-9;1;1;-9;-9;-9;2;4;4;3;2;4;4;4;4;2;1;1;2;1;4;5;8;2;2;2;1;-9;-9;2;1;1;2;1;4;2;1;1;1;2;1;-9;-9;-9;-9;-9;3;3;4;4;1;1;1;1;1;1;2;1;3;2;3;2;2;2;1;1;-9;-9;-9;-9;-9;1;1;-9;-9;1;1;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;3;3;4;4;4;-9;1;1;-9;-9;-9;1;-9;1;1;-9;1;1;1;1;1;1;1;1;1;-9;-9;1;1;-9;1;1;-9;1;1;-9;-9;-9;-9;4;3;4;3;4;4;3;4;4;4;3;3;3;2;-9;3;3;2;3;3;3;2;2;2;3;1;1;1;-9;-9;1;-9;-9;1;2;1;1;3;1;1;2;2;1;1;2;2;2;4;2;2;4;3;2;1;1;1;-9;1;1;-9;-9;-9;1;-9;-9;2;2;2;2;2;2;3;5;3;3;4;5;2;5;1;4;5;1,2017126;1,2873895;1,3448122;3;2;535,77045;485,63919;3;1,257493234;3;1,255469456;3;1,254503002;3;2;2;1;2;2;2;2;2;2;2;2;2;3;2;17;1; ;-1;2;2;2;1
3,596E+14;46;1;1;46SF00011;22;6;5;2;1;1;1;2;4;1;-9;1;-9;1;-9;-9;-9;-9;2;2;4;2;2;1;2;3;2;2;1;1;1;-9;2;4;4;4;1;3;1;2;1;1;2;2;2;1;3;2;1;1;1;2;1;-9;-9;-9;-9;-9;1;2;3;2;2;2;1;1;1;1;1;1;3;2;2;1;2;1;1;-9;-9;-9;1;-9;1;1;1;1;1;1;1;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2;3;3;3;2;-9;1;1;-9;-9;-9;1;-9;1;1;-9;1;1;1;1;1;1;1;1;1;-9;-9;1;1;-9;1;1;-9;1;1;-9;-9;1;-9;4;3;4;3;1;1;2;2;2;2;3;2;3;1;3;2;3;2;2;4;3;1;2;2;2;1;1;-9;-9;1;-9;-9;-9;1;2;1;1;4;1;1;2;2;1;1;2;2;2;3;1;1;2;1;1;1;1;2;1;1;-9;-9;-9;-9;-9;1;-9;3;3;3;3;3;2;2;4;4;1;1;5;1;1;1;4;1;1,2017126;1,2873895;1,3448122;3;2;535,77045;485,63919;3;-0,025791998;2;-0,028832579;2;-0,030253341;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;17;1; ;-1;2;2;2;2
3,596E+14;46;1;1;46SF00012;12;1;5;2;1;1;1;2;4;1;-9;-9;-9;-9;-9;-9;-9;-9;2;3;2;1;2;1;2;2;1;1;2;99;2;1;5;7;8;4;4;1;2;-9;-9;2;1;1;2;1;4;1;1;1;-9;1;-9;-9;-9;-9;-9;-9;3;4;4;4;4;4;2;2;2;1;4;1;4;2;4;1;4;4;1;1;-9;-9;1;1;1;1;-9;-9;-9;1;-9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-6;4;3;4;2;4;1;-9;-9;1;-9;-9;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;-9;-9;-9;-9;-9;1;1;1;1;1;1;1;1;1;3;2;1;3;2;3;3;4;4;4;4;2;-9;3;1;4;4;4;4;4;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;2;1;1;4;2;1;2;1;1;1;1;2;1;3;1;1;2;2;1;1;2;1;-9;-9;1;-9;-9;-9;-9;1;-9;2;-9;3;3;4;4;3;4;4;1;1;2;1;1;1;1;2;1,2090701;1,2059425;1,3063889;3;1;533,60022;380,87518;5;0,819308509;2;0,816994184;2;0,816605807;2;9;1;1;1;1;2;2;2;2;1;1;2;3;2;17;1; ;-1; ; ; ; 
3,596E+14;46;1;1;46SF00011;23;8;5;2;1;1;1;2;5;1;1;1;-9;-9;-9;-9;-9;-9;2;4;4;2;3;2;3;3;3;2;1;1;2;2;3;5;5;1;4;1;2;1;2;1;2;4;3;1;2;2;1;1;1;3;1;-9;-9;-9;-9;1;3;3;3;3;1;2;1;1;1;1;1;1;3;3;3;3;3;3;-9;-9;-9;-9;-9;1;1;1;1;1;-9;1;-9;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;3;3;3;3;-9;-9;-9;1;-9;-9;-9;-9;1;-9;1;1;1;-9;1;1;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;1;-9;4;4;2;3;1;1;3;3;4;2;3;3;2;3;4;3;3;3;3;3;4;2;2;3;3;1;1;1;1;-9;-9;1;1;1;1;1;1;2;2;2;2;2;2;2;3;4;2;3;1;1;3;2;1;1;1;3;1;-9;-9;-9;-9;-9;-9;-9;-9;2;3;2;2;1;2;1;3;2;1;2;4;4;5;3;4;2;1,2017126;1,2873895;1,3448122;3;1;532,7655;402,59229;4;1,257493234;3;1,255469456;3;1,254503002;3;2;2;1;2;2;2;2;2;2;2;3;2;3;2;16;0; ;-1;2;2;1;1
3,596E+14;46;1;1;46SF00011;27;10;4;1;1;1;1;2;3;1;1;1;-9;-9;-9;-9;-9;-9;2;3;4;3;2;1;3;4;1;2;1;1;2;2;5;3;3;3;4;3;1;-9;-9;3;1;1;4;1;4;2;1;1;1;2;1;-9;-9;-9;-9;1;3;2;3;4;3;4;3;1;2;1;4;1;3;3;4;1;3;1;1;-9;1;-9;-9;-9;1;1;1;1;1;1;1;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;4;3;4;4;4;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;1;1;-9;-9;-9;-9;-9;-9;1;1;-9;-9;-9;1;1;-9;-9;1;-9;-9;-9;1;1;3;3;4;4;4;4;4;4;4;4;3;3;3;2;3;3;3;4;2;4;4;2;2;2;3;-9;-9;1;-9;-9;1;-9;-9;1;1;1;1;4;1;1;1;2;1;1;1;4;3;4;1;1;4;4;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;-9;1;1;2;1;1;1;1;1;5;2;1;1;5;1;1;1;1;1;1,2017126;1,2873895;1,3448122;3;2;531,01306;511,82852;2;-0,398662837;2;-0,401814977;2;-0,40357642;2;2;2;1;1;1;1;2;2;2;1;2;2;3;2;17;1; ;-1;2;2;2;1
3,596E+14;46;1;1;46SF00011;26;10;4;1;1;1;1;2;4;1;-9;1;-9;-9;-9;-9;-9;-9;2;2;3;1;2;1;2;1;1;1;1;1;2;2;5;8;8;4;4;1;2;-9;-9;2;1;1;2;1;2;2;1;1;1;3;1;-9;-9;1;-9;1;3;3;3;3;1;1;1;1;1;1;1;1;3;3;3;3;3;3;1;1;-9;-9;-9;-9;1;1;-9;-9;-9;-9;-9;-9;2;3;4;4;2;4;4;2;4;4;2;6;3;3;3;3;3;-9;1;-9;-9;-9;-9;1;1;1;1;1;1;1;1;-9;1;1;1;1;1;-9;1;1;-9;1;1;1;1;-9;-9;1;1;1;-9;3;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;2;2;4;-9;-9;1;-9;1;1;-9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,2017126;1,2873895;1,3448122;3;2;528,59723;512,90619;1; ;-1; ;-1; ;-1;2;2;1;2;2;2;2;2;2;2;3;2;3;2;17;1; ;-1;2;2;2;1
3,596E+14;46;1;1;46SF00013;16;6;5;2;1;1;1;2;7;1;1;1;-9;-9;-9;-9;-9;1;2;4;3;1;2;1;3;1;1;2;1;1;1;1;2;3;3;3;3;1;2;-9;-9;1;1;1;2;2;2;2;1;1;1;4;1;1;-9;-9;-9;-9;2;2;3;3;2;2;1;1;1;1;2;1;3;2;3;1;2;1;1;1;-9;-9;-9;-9;1;1;-9;-9;1;1;-9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;3;2;3;2;3;-9;-9;-9;1;-9;-9;1;-9;-9;-9;-9;1;1;-9;-9;1;-9;1;1;1;1;-9;-9;-9;-9;1;-9;1;-9;-9;-9;-9;1;-9;3;2;2;2;2;2;3;3;4;3;3;3;3;3;3;2;3;4;3;3;3;4;4;4;3;-9;-9;1;1;1;-9;-9;-9;1;1;1;1;2;2;2;2;2;2;2;2;2;1;3;1;1;1;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;3;3;1;2;2;2;3;3;1;3;5;2;1;1;1;1;1,4149488;1,4112886;1,4196362;3;2;519,70203;482,32632;3;-0,830682466;2;-0,834681497;2;-0,836545116;2;2;2;1;2;2;2;2;2;2;2;3;2;3;2;17;1; ;-1;1;1;1;1
3,596E+14;46;1;1;46SF00014;3;7;4;1;1;1;1;2;7;1;1;1;-9;-9;-9;-9;-9;-9;2;3;3;1;2;2;1;1;2;1;1;1;2;1;5;3;3;4;1;1;1;-9;-9;3;2;1;4;1;2;2;1;1;1;2;1;-9;-9;1;-9;1;3;3;3;3;1;2;2;1;1;1;2;1;3;3;3;3;3;3;1;1;-9;-9;-9;-9;1;1;1;1;-9;1;-9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;3;2;3;3;3;1;-9;1;-9;-9;-9;1;1;1;-9;-9;1;1;-9;1;-9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;3;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;1,3939867;1,3903807;1,5540051;3;1;518,06934;403,29861;2;-1,04669228;1;-1,051114757;1;-1,053029465;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;17;1; ;-1; ; ; ; 
3,596E+14;46;1;1;46SF00013;17;9;4;2;1;1;1;2;5;1;-9;1;-9;-9;-9;-9;-9;-9;2;5;4;2;3;1;4;3;1;2;1;1;2;2;3;2;2;4;4;2;1;-9;-9;2;1;1;1;2;3;2;1;1;1;3;1;1;-9;1;-9;-9;3;2;3;3;1;1;2;1;2;1;3;1;3;2;2;1;1;1;1;1;-9;-9;-9;-9;1;1;-9;-9;-9;1;-9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;4;3;3;3;4;-9;-9;1;1;-9;-9;1;-9;-9;-9;-9;1;1;-9;-9;-9;1;1;-9;1;-9;1;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;1;-9;3;4;2;3;2;2;2;3;2;2;-9;-9;-9;-9;-9;-9;-9;4;-9;2;4;2;4;4;3;-9;-9;1;-9;-9;1;1;-9;1;2;1;-9;3;1;1;2;2;1;1;1;3;1;4;1;1;1;1;1;1;2;1;-9;1;1;-9;1;-9;-9;-9;-9;2;3;3;2;3;1;4;5;3;1;2;5;1;1;1;2;1;1,4149488;1,4112886;1,4196362;3;2;517,9389;473,75214;4;-0,449999936;2;-0,452893396;2;-0,455273664;2;2;2;1;2;2;2;2;2;2;1;3;2;3;2;17;1; ;-1;2;1;1;1
3,596E+14;46;1;1;46SF00012;9;3;5;2;1;1;1;2;3;1;-9;1;-9;-9;-9;-9;-9;-9;2;1;2;1;2;2;2;1;1;2;1;1;2;2;2;4;3;-9;-9;3;1;-9;-9;3;2;1;2;2;3;2;1;1;1;4;1;-9;1;1;-9;-9;3;2;4;3;2;2;2;1;1;1;2;1;4;2;4;3;2;4;1;-9;-9;-9;1;-9;-9;1;1;-9;-9;1;1;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;3;3;3;2;2;-9;1;-9;-9;-9;-9;1;1;1;-9;-9;1;1;1;1;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;1;1;2;2;1;2;3;2;4;2;4;3;3;-9;3;4;3;4;3;3;3;3;4;4;4;1;1;1;-9;-9;-9;-9;-9;-9;2;-9;-9;4;2;1;2;1;1;1;3;3;2;4;2;2;3;2;2;2;1;3;1;1;-9;-9;-9;-9;1;-9;-9;2;3;4;3;3;2;2;5;3;1;3;5;1;1;2;4;2;1,2090701;1,2059425; ;3; ;513,60913; ;2;-0,426549729;2;-0,430081655;2; ; ;2;2;1;2;2;2;2;2;2;2;3;2;3;2;17;1; ;-1;1;1;1;1
